"num_collisions","year","weekday","max_temp","max_wind","fog","snow"
706,2016,"3",52,8,0,0
831,2016,"4",53.6,8,0,0
798,2016,"5",55,14,0,0
614,2016,"6",62.1,7,0,0
557,2016,"7",75,11.1,1,0
655,2016,"1",57.9,9.9,0,0
732,2016,"2",57.9,6,0,0
665,2016,"3",70,6,0,0
689,2016,"4",72,8.9,0,0
777,2016,"5",72,7,0,0
626,2016,"6",62.1,7,0,0
532,2016,"7",62.1,12,0,0
699,2016,"1",59,9.9,0,0
620,2016,"2",66,6,0,0
541,2016,"3",66,6,0,0
706,2016,"4",59,8,0,0
665,2016,"5",63,15,0,0
603,2016,"6",50,8,0,0
518,2016,"7",61,8,0,0
668,2016,"1",62.1,8.9,0,0
741,2016,"2",62.1,14,1,0
705,2016,"3",61,7,0,0
707,2016,"4",61,8,0,0
776,2016,"5",64,6,0,0
692,2016,"6",64,8.9,0,0
529,2016,"7",63,15,0,0
684,2016,"1",42.1,15,0,0
765,2016,"2",41,19,0,0
807,2016,"3",45,9.9,0,0
428,2016,"4",48,7,0,0
455,2016,"5",54,6,0,0
463,2016,"6",54,8,0,0
466,2016,"7",50,8,0,0
647,2016,"1",52,6,0,0
752,2016,"2",60.1,8.9,1,0
730,2016,"3",60.1,8.9,0,0
734,2016,"4",57.9,14,0,0
690,2016,"5",54,11.1,0,0
592,2016,"6",46.9,12,0,0
482,2016,"7",46.9,11.1,0,0
791,2016,"1",48.9,8.9,0,0
711,2016,"2",48.9,8,0,0
637,2016,"3",45,11.1,0,0
635,2016,"4",46,5.1,0,0
701,2016,"5",39.9,8.9,0,0
555,2016,"6",43,9.9,0,0
522,2016,"7",35.1,6,0,0
665,2016,"1",46,9.9,0,0
630,2016,"2",46,7,0,0
689,2016,"3",43,9.9,0,0
749,2016,"4",42.1,14,0,0
792,2016,"5",34,9.9,0,0
623,2016,"6",36,13,0,0
521,2016,"7",57.9,15.9,1,2
722,2016,"1",37,11.1,0,1.2
719,2016,"2",33.1,7,0,0
676,2016,"3",39.9,8.9,0,0
700,2016,"4",48.9,12,0,0
692,2016,"5",48.9,8.9,0,0
554,2016,"6",46.9,9.9,0,0
365,2016,"7",50,8.9,0,0
394,2016,"1",50,9.9,0,0
569,2016,"2",60.1,9.9,0,0
546,2016,"3",60.1,8,0,0
542,2016,"4",46.4,11.1,0,0
583,2016,"5",46,12,1,0
465,2016,"6",44.1,9.9,0,0
485,2017,"7",48,9.9,0,0
449,2017,"1",48,11.1,0,0
659,2017,"2",43,15.9,0,0
590,2017,"3",52,15,0,0
552,2017,"4",44.1,11.1,0,0
600,2017,"5",34,8,1,0
896,2017,"6",28.9,9.9,1,1.2
406,2017,"7",26.1,13,0,0
669,2017,"1",25,8,0,3.9
597,2017,"2",37.9,8,0,3.1
629,2017,"3",52,12,0,3.1
646,2017,"4",66,8.9,0,0
604,2017,"5",64.9,11.1,0,0
495,2017,"6",35.1,8,1,0
490,2017,"7",37.9,8,0,0
477,2017,"1",43,7,0,1.2
657,2017,"2",43,9.9,0,0
549,2017,"3",41,9.9,0,0
610,2017,"4",48.9,8,0,0
605,2017,"5",48.9,8.9,0,0
475,2017,"6",48.9,7,0,0
411,2017,"7",48.9,9.9,1,0
667,2017,"1",46.9,24.1,0,0
564,2017,"2",44.1,20,0,0
576,2017,"3",48,12,0,0
563,2017,"4",54,15,0,0
583,2017,"5",44.1,12,0,0
501,2017,"6",43,12,0,0
428,2017,"7",43,11.1,0,0
545,2017,"1",43,9.9,0,0
571,2017,"2",37,8,1,0
574,2017,"3",46.9,8.9,0,0
586,2017,"4",46.9,11.1,0,0
609,2017,"5",45,9.9,0,0
541,2017,"6",34,12,0,0
429,2017,"7",42.1,8.9,0,0
568,2017,"1",48,8,0,0
626,2017,"2",48.9,11.1,0,0
673,2017,"3",62.1,8,1,0
507,2017,"4",62.1,17.1,1,0
708,2017,"5",44.1,15,0,2
511,2017,"6",48,13,0,7.9
439,2017,"7",48,14,0,5.1
642,2017,"1",39.9,21,0,2
688,2017,"2",39.9,11.1,0,2
603,2017,"3",46.9,15.9,0,2
652,2017,"4",46.9,13,0,0
680,2017,"5",41,12,0,0
570,2017,"6",63,8,0,0
438,2017,"7",64.9,12,0,0
428,2017,"1",64.9,13,0,0
483,2017,"2",55,9.9,0,0
477,2017,"3",57,7,0,0
581,2017,"4",64.9,8,0,0
657,2017,"5",70,9.9,0,0
573,2017,"6",70,15,1,0
462,2017,"7",63,13,0,0
540,2017,"1",53.1,9.9,0,0
591,2017,"2",59,8.9,0,0
571,2017,"3",70,8.9,0,0
653,2017,"4",70,19,0,0
745,2017,"5",39.9,9.9,0,0
536,2017,"6",39,12,0,0
489,2017,"7",37,12,0,0
618,2017,"1",45,6,0,0
637,2017,"2",52,7,0,0
609,2017,"3",59,13,0,0
665,2017,"4",61,13,0,0
612,2017,"5",53.1,9.9,1,0
548,2017,"6",30.9,13,0,0
516,2017,"7",28.9,12,0,1.2
792,2017,"1",36,9.9,0,0
374,2017,"2",36,18.1,1,0
650,2017,"3",32,15.9,0,3.9
839,2017,"4",39,14,0,5.9
756,2017,"5",46.9,9.9,0,5.1
504,2017,"6",46.9,14,0,3.9
550,2017,"7",46.9,14,0,3.1
750,2017,"1",52,8.9,0,3.1
636,2017,"2",59,8,0,0
617,2017,"3",59,18.1,0,0
703,2017,"4",50,8.9,0,0
654,2017,"5",57,8,0,0
571,2017,"6",62.1,11.1,0,0
456,2017,"7",45,13,0,0
629,2017,"1",53.1,8.9,1,0
592,2017,"2",53.1,9.9,0,0
672,2017,"3",60.1,11.1,0,0
639,2017,"4",60.1,14,0,0
753,2017,"5",52,13,0,0
591,2017,"6",48,22.9,0,0
514,2017,"7",63,8.9,0,0
646,2017,"1",63,9.9,0,0
598,2017,"2",63,11.1,0,0
587,2017,"3",64.9,7,0,0
713,2017,"4",52,18.1,0,0
694,2017,"5",53.1,14,0,0
627,2017,"6",57,15,0,0
541,2017,"7",66.9,8,0,0
634,2017,"1",73.9,11.1,0,0
519,2017,"2",80.1,9.9,0,0
540,2017,"3",80.1,7,0,0
590,2017,"4",75.9,9.9,0,0
515,2017,"5",66,7,0,0
495,2017,"6",66,9.9,0,0
481,2017,"7",87.1,11.1,0,0
488,2017,"1",87.1,8.9,0,0
516,2017,"2",73.9,12,0,0
580,2017,"3",66.9,11.1,0,0
632,2017,"4",66,7,0,0
690,2017,"5",66,8.9,0,0
551,2017,"6",57,8,0,0
517,2017,"7",66,8,0,0
541,2017,"1",66,6,0,0
723,2017,"2",60.1,20,0,0
630,2017,"3",60.1,14,0,0
688,2017,"4",70,8.9,0,0
857,2017,"5",84.9,7,0,0
661,2017,"6",84.9,11.1,0,0
470,2017,"7",84.9,9.9,0,0
639,2017,"1",73.9,7,0,0
743,2017,"2",73.9,11.1,0,0
714,2017,"3",75,11.1,0,0
701,2017,"4",64.9,8,0,0
776,2017,"5",64,15,1,0
685,2017,"6",66.9,9.9,0,0
514,2017,"7",59,8.9,0,0
638,2017,"1",57,8,0,0
651,2017,"2",63,8,0,0
668,2017,"3",70,6,0,0
686,2017,"4",61,6,0,0
817,2017,"5",64.9,8,0,0
683,2017,"6",64.9,14,0,0
633,2017,"7",64.9,15.9,0,0
729,2017,"1",68,13,0,0
694,2017,"2",79,8,0,0
753,2017,"3",90,6,0,0
911,2017,"4",91.9,7,0,0
974,2017,"5",91.9,8,0,0
612,2017,"6",91,11.1,0,0
618,2017,"7",69.1,8.9,0,0
719,2017,"1",61,7,0,0
659,2017,"2",69.1,6,0,0
641,2017,"3",69.1,9.9,0,0
742,2017,"4",69.1,12,0,0
776,2017,"5",73,14,0,0
475,2017,"6",73,7,0,0
474,2017,"7",71.1,11.1,0,0
371,2017,"1",63,8,0,0
647,2017,"2",61,8,0,0
669,2017,"3",75,7,0,0
654,2017,"4",79,9.9,0,0
737,2017,"5",75,9.9,0,0
637,2017,"6",72,8.9,0,0
468,2017,"7",73,5.1,0,0
656,2017,"1",70,7,0,0
660,2017,"2",63,12,0,0
675,2017,"3",66.9,9.9,0,0
660,2017,"4",69.1,6,0,0
770,2017,"5",80.1,12,0,0
665,2017,"6",84.9,7,0,0
702,2017,"7",90,8.9,0,0
804,2017,"1",93,7,0,0
829,2017,"2",93.9,7,0,0
754,2017,"3",93.9,8.9,1,0
771,2017,"4",75.9,8,0,0
657,2017,"5",75.9,8,0,0
654,2017,"6",73.9,6,1,0
593,2017,"7",84.9,6,0,0
819,2017,"1",87.1,8.9,1,0
813,2017,"2",88,11.1,0,0
744,2017,"3",82.9,8,0,0
845,2017,"4",82.9,7,0,0
793,2017,"5",82.9,8,0,0
753,2017,"6",84,13,1,0
590,2017,"7",84,8.9,0,0
669,2017,"1",82.9,7,0,0
757,2017,"2",79,8.9,0,0
730,2017,"3",78.1,8.9,0,0
767,2017,"4",82,8.9,0,0
747,2017,"5",88,8.9,0,0
595,2017,"6",84.9,12,0,0
537,2017,"7",87.1,8,0,0
617,2017,"1",88,11.1,1,0
424,2017,"2",88,6,0,0
706,2017,"3",84.9,8.9,0,0
611,2017,"4",84.9,6,0,0
674,2017,"5",80.1,11.1,1,0
585,2017,"6",84,9.9,1,0
512,2017,"7",84,8.9,0,0
667,2017,"1",84,6,0,0
638,2017,"2",84.9,6,0,0
677,2017,"3",88,9.9,0,0
759,2017,"4",90,8.9,0,0
707,2017,"5",90,9.9,0,0
649,2017,"6",84,7,0,0
515,2017,"7",87.1,5.1,0,0
639,2017,"1",87.1,8,0,0
706,2017,"2",88,7,0,0
747,2017,"3",91.9,6,0,0
774,2017,"4",93.9,7,0,0
733,2017,"5",93.9,6,0,0
648,2017,"6",91.9,6,0,0
554,2017,"7",91.9,8,1,0
620,2017,"1",79,12,1,0
595,2017,"2",73,7,0,0
635,2017,"3",77,8,0,0
610,2017,"4",78.1,6,0,0
685,2017,"5",84.9,6,0,0
512,2017,"6",84.9,11.1,0,0
606,2017,"7",82,7,0,0
656,2017,"1",88,5.1,0,0
705,2017,"2",91.9,5.1,0,0
618,2017,"3",91.9,8,0,0
713,2017,"4",87.1,6,0,0
758,2017,"5",87.1,8.9,0,0
573,2017,"6",84,8,0,0
519,2017,"7",78.1,6,0,0
606,2017,"1",75.9,6,0,0
631,2017,"2",78.1,8,0,0
655,2017,"3",84.9,5.1,0,0
650,2017,"4",84.9,6,0,0
655,2017,"5",82.9,8,0,0
526,2017,"6",82,6,0,0
563,2017,"7",82.9,7,0,0
602,2017,"1",82.9,5.1,0,0
577,2017,"2",75,5.1,0,0
600,2017,"3",87.1,7,0,0
639,2017,"4",87.1,8,0,0
612,2017,"5",82.9,7,1,0
638,2017,"6",86,7,0,0
538,2017,"7",86,7,0,0
627,2017,"1",87.1,6,0,0
684,2017,"2",89.1,9.9,0,0
629,2017,"3",89.1,9.9,0,0
631,2017,"4",81,7,0,0
633,2017,"5",80.1,7,0,0
570,2017,"6",78.1,7,0,0
498,2017,"7",78.1,8,0,0
584,2017,"1",78.1,9.9,0,0
614,2017,"2",75.9,13,0,0
671,2017,"3",78.1,9.9,0,0
618,2017,"4",81,6,0,0
681,2017,"5",81,8,0,0
562,2017,"6",71.1,7,0,0
518,2017,"7",69.1,8.9,1,0
532,2017,"1",80.1,8,0,0
707,2017,"2",84.9,7,0,0
608,2017,"3",84.9,7,0,0
790,2017,"4",72,7,0,0
740,2017,"5",71.1,6,0,0
608,2017,"6",71.1,8.9,0,0
533,2017,"7",72,9.9,0,0
735,2017,"1",75.9,6,0,0
680,2017,"2",78.1,4.1,0,0
738,2017,"3",82.9,7,0,0
728,2017,"4",82.9,7,0,0
827,2017,"5",81,5.1,0,0
623,2017,"6",82,7,0,0
586,2017,"7",82,6,0,0
672,2017,"1",81,9.9,0,0
661,2017,"2",78.1,14,0,0
583,2017,"3",79,12,0,0
535,2017,"4",80.1,7,0,0
614,2017,"5",82,8.9,0,0
631,2017,"6",87.1,8.9,0,0
587,2017,"7",91,5.1,0,0
726,2017,"1",91,7,0,0
656,2017,"2",88,5.1,0,0
696,2017,"3",87.1,6,0,0
740,2017,"4",87.1,12,0,0
757,2017,"5",79,6,0,0
550,2017,"6",68,11.1,0,0
571,2017,"7",68,9.9,0,0
739,2017,"1",73,5.1,0,0
687,2017,"2",73,5.1,0,0
711,2017,"3",75,8.9,0,0
657,2017,"4",82.9,8,0,0
649,2017,"5",82.9,7,0,0
570,2017,"6",82,7,0,0
521,2017,"7",81,7,0,0
546,2017,"1",77,7,0,0
768,2017,"2",81,8,0,0
628,2017,"3",81,7,0,0
603,2017,"4",77,13,0,0
658,2017,"5",66.9,8,0,0
567,2017,"6",72,5.1,0,0
496,2017,"7",73.9,9.9,0,0
641,2017,"1",73.9,11.1,0,0
736,2017,"2",69.1,8,0,0
737,2017,"3",72,7,0,0
766,2017,"4",72,8,0,0
823,2017,"5",73,8,0,0
583,2017,"6",78.1,4.1,0,0
528,2017,"7",78.1,5.1,0,0
669,2017,"1",75.9,7,0,0
685,2017,"2",73.9,12,0,0
648,2017,"3",68,6,0,0
658,2017,"4",66.9,8,0,0
759,2017,"5",62.1,6,0,0
615,2017,"6",69.1,8,0,0
613,2017,"7",69.1,8.9,1,0
832,2017,"1",66.9,15.9,0,0
696,2017,"2",61,8,0,0
607,2017,"3",57,7,0,0
746,2017,"4",72,6,0,0
776,2017,"5",73.9,8,0,0
613,2017,"6",57.9,8.9,0,0
519,2017,"7",60.1,8,0,0
682,2017,"1",68,7,0,0
710,2017,"2",66,9.9,0,0
662,2017,"3",48.9,9.9,0,0
702,2017,"4",55,5.1,0,0
724,2017,"5",55,14,0,0
623,2017,"6",51.1,8,0,0
539,2017,"7",46,6,0,0
699,2017,"1",46.9,6,0,0
647,2017,"2",48,7,0,0
713,2017,"3",48.9,8,0,0
811,2017,"4",57,9.9,0,0
814,2017,"5",57,9.9,0,0
629,2017,"6",51.1,7,0,0
573,2017,"7",59,17.1,0,0
748,2017,"1",59,11.1,0,0
790,2017,"2",57.9,7,0,0
774,2017,"3",57.9,14,0,0
469,2017,"4",55.9,13,0,0
502,2017,"5",50,7,0,0
456,2017,"6",57,8,0,0
485,2017,"7",57,15,0,0
635,2017,"1",51.1,13,0,0
649,2017,"2",53.1,8,0,0
701,2017,"3",63,11.1,0,0
663,2017,"4",63,7,0,0
772,2017,"5",53.1,8,0,0
575,2017,"6",52,7,0,0
448,2017,"7",48.2,5.1,0,0
684,2017,"1",51.1,7,0,0
704,2017,"2",61,9.9,0,0
651,2017,"3",61,14,0,0
693,2017,"4",59,12,0,0
682,2017,"5",44.1,7,0,0
538,2017,"6",36,8.9,1,0
513,2017,"7",39,9.9,0,0
725,2017,"1",41,8.9,0,3.9
687,2017,"2",50,9.9,0,2
709,2017,"3",50,15,0,0
883,2017,"4",32,12,0,0
999,2017,"5",32,8,1,1.2
661,2017,"6",39,8.9,0,1.2
547,2017,"7",39,6,0,2
706,2017,"1",46,8.9,0,1.2
657,2017,"2",55,13,0,0
700,2017,"3",55,11.1,0,0
742,2017,"4",51.1,7,0,0
720,2017,"5",50,7,0,0
565,2017,"6",50,8,0,0
469,2017,"7",48,9.9,0,0
333,2017,"1",41,18.1,0,0
543,2017,"2",37.9,13,0,0
577,2017,"3",28,8,0,0
609,2017,"4",24.1,9.9,0,0
598,2017,"5",21.9,11.1,0,0
565,2017,"6",23,8.9,0,0
462,2017,"7",21.9,8,0,0
453,2018,"1",21,11.1,0,0
654,2018,"2",26.1,13,0,0
645,2018,"3",30,8,0,0
464,2018,"4",30,18.1,1,0
700,2018,"5",28.9,17.1,0,1.2
599,2018,"6",19,14,0,7.1
475,2018,"7",18,12,0,5.9
720,2018,"1",30,9.9,0,5.9
684,2018,"2",44.1,9.9,0,5.1
687,2018,"3",44.1,7,0,5.1
696,2018,"4",53.1,6,0,3.9
704,2018,"5",61,8.9,1,3.1
603,2018,"6",61,13,0,0
494,2018,"7",24.1,11.1,0,0
523,2018,"1",30,9.9,0,0
617,2018,"2",36,7,0,0
611,2018,"3",36,9.9,0,0
634,2018,"4",36,9.9,0,0
599,2018,"5",37.9,8.9,0,0
530,2018,"6",52,12,0,0
418,2018,"7",52,7,0,0
559,2018,"1",50,8,0,0
531,2018,"2",60.1,11.1,1,0
615,2018,"3",60.1,17.1,0,0
602,2018,"4",44.1,11.1,0,0
677,2018,"5",37.9,8,0,0
510,2018,"6",55.9,9.9,0,0
412,2018,"7",55.9,8,0,0
531,2018,"1",55,18.1,0,0
579,2018,"2",46.9,11.1,0,0
596,2018,"3",36,13,0,0
594,2018,"4",45,12,0,0
617,2018,"5",45,13,0,0
478,2018,"6",41,12,0,0
541,2018,"7",45,8,0,0
706,2018,"1",46,13,0,0
545,2018,"2",39.9,8.9,0,0
653,2018,"3",45,11.1,1,0
616,2018,"4",45,11.1,0,0
583,2018,"5",35.1,8.9,0,0
549,2018,"6",50,7,1,0
479,2018,"7",62.1,8,0,0
543,2018,"1",62.1,12,0,0
613,2018,"2",39,8.9,0,0
671,2018,"3",53.1,8.9,0,0
645,2018,"4",60.1,8.9,0,0
582,2018,"5",62.1,8.9,0,0
604,2018,"6",42.1,11.1,1,0
472,2018,"7",44.1,9.9,1,0
435,2018,"1",48.9,7,0,3.1
535,2018,"2",66.9,9.9,0,0
601,2018,"3",78.1,11.1,0,0
550,2018,"4",78.1,9.9,0,0
548,2018,"5",39.9,11.1,0,0
540,2018,"6",55,12,0,0
448,2018,"7",55,12,0,0
557,2018,"1",52,7,0,0
631,2018,"2",55.9,7,0,0
654,2018,"3",61,8.9,0,0
619,2018,"4",61,8,0,0
884,2018,"5",54,18.1,0,0
609,2018,"6",48.9,15.9,0,0
457,2018,"7",48.9,14,0,0
616,2018,"1",44.1,9.9,0,0
676,2018,"2",46.9,11.1,0,0
517,2018,"3",46.9,17.1,1,0
633,2018,"4",39,11.1,0,0
751,2018,"5",42.1,12,0,3.1
567,2018,"6",42.1,12,0,2
465,2018,"7",45,8,0,0
679,2018,"1",45,12,0,0
578,2018,"2",43,13,1,0
652,2018,"3",41,15.9,0,0
689,2018,"4",48,14,0,0
753,2018,"5",48,14,0,0
562,2018,"6",48,12,0,0
526,2018,"7",48,13,0,0
686,2018,"1",46.9,11.1,0,0
597,2018,"2",46.9,11.1,0,0
477,2018,"3",39,18.1,1,0
760,2018,"4",50,13,0,0
732,2018,"5",50,8.9,0,7.9
550,2018,"6",51.1,8,0,1.2
491,2018,"7",51.1,14,0,0
710,2018,"1",50,8.9,0,0
627,2018,"2",50,7,0,0
629,2018,"3",52,7,0,0
613,2018,"4",53.1,8,0,0
580,2018,"5",62.1,9.9,0,0
589,2018,"6",62.1,12,0,0
399,2018,"7",60.1,11.1,0,0
562,2018,"1",60.1,11.1,1,0
551,2018,"2",43,9.9,0,5.1
554,2018,"3",55.9,15.9,1,0
531,2018,"4",55.9,15,0,0
515,2018,"5",62.1,12,0,0
487,2018,"6",62.1,9.9,0,0
468,2018,"7",48.9,14,0,0
625,2018,"1",48.9,9.9,0,0
668,2018,"2",51.1,8.9,0,0
612,2018,"3",51.1,6,0,0
610,2018,"4",63,8,0,0
755,2018,"5",82,9.9,0,0
624,2018,"6",82,9.9,0,0
510,2018,"7",52,15.9,0,0
741,2018,"1",59,18.1,1,0
600,2018,"2",60.1,14,0,0
662,2018,"3",55,14,0,0
706,2018,"4",55,9.9,0,0
707,2018,"5",50,13,0,0
584,2018,"6",63,8,0,0
568,2018,"7",66.9,8.9,0,0
675,2018,"1",68,8.9,0,0
671,2018,"2",68,8.9,0,0
626,2018,"3",66,8.9,0,0
729,2018,"4",70,8.9,1,0
690,2018,"5",70,6,0,0
604,2018,"6",68,8,0,0
505,2018,"7",57,8,0,0
656,2018,"1",59,8.9,0,0
713,2018,"2",80.1,8,0,0
792,2018,"3",89.1,8.9,0,0
790,2018,"4",91.9,12,0,0
723,2018,"5",91.9,6,0,0
602,2018,"6",84,8.9,0,0
495,2018,"7",75.9,9.9,0,0
695,2018,"1",75,5.1,0,0
736,2018,"2",77,5.1,0,0
711,2018,"3",77,8,0,0
663,2018,"4",77,8,0,0
805,2018,"5",73,5.1,0,0
602,2018,"6",73,7,0,0
529,2018,"7",63,7,0,0
689,2018,"1",70,6,0,0
778,2018,"2",88,8.9,1,0
686,2018,"3",66.9,8,0,0
732,2018,"4",71.1,4.1,0,0
616,2018,"5",71.1,9.9,0,0
583,2018,"6",59,8.9,0,0
578,2018,"7",81,8,0,0
626,2018,"1",81,7,0,0
689,2018,"2",79,7,0,0
729,2018,"3",81,5.1,0,0
770,2018,"4",82.9,7,0,0
799,2018,"5",86,8,0,0
601,2018,"6",89.1,8,0,0
487,2018,"7",89.1,13,0,0
409,2018,"1",80.1,11.1,0,0
809,2018,"2",89.1,4.1,0,0
708,2018,"3",89.1,5.1,0,0
698,2018,"4",78.1,6,0,0
751,2018,"5",81,4.1,0,0
622,2018,"6",87.1,6,0,0
525,2018,"7",87.1,11.1,0,0
698,2018,"1",71.1,8,0,0
688,2018,"2",75,8,0,0
651,2018,"3",75,4.1,0,0
693,2018,"4",71.1,6,0,0
757,2018,"5",82,5.1,0,0
706,2018,"6",82.9,5.1,0,0
533,2018,"7",82.9,4.1,0,0
686,2018,"1",73,7,0,0
720,2018,"2",75,8,0,0
706,2018,"3",78.1,6,0,0
833,2018,"4",84,11.1,0,0
728,2018,"5",84,7,0,0
677,2018,"6",84.9,5.1,0,0
627,2018,"7",91,5.1,0,0
808,2018,"1",91,6,0,0
812,2018,"2",91,7,0,0
698,2018,"3",88,4.1,0,0
815,2018,"4",82.9,6,0,0
728,2018,"5",82.9,7,0,0
513,2018,"6",75,9.9,0,0
553,2018,"7",84,5.1,0,0
733,2018,"1",84,8,0,0
762,2018,"2",81,6,0,0
540,2018,"3",78.1,6,0,0
737,2018,"4",82.9,9.9,1,0
845,2018,"5",89.1,7,0,0
651,2018,"6",93,5.1,0,0
563,2018,"7",96.1,7,0,0
719,2018,"1",96.1,7,0,0
678,2018,"2",91.9,6,0,0
406,2018,"3",91.9,4.1,0,0
720,2018,"4",90,6,0,0
654,2018,"5",90,7,1,0
526,2018,"6",80.1,11.1,0,0
545,2018,"7",84,6,0,0
672,2018,"1",87.1,6,0,0
727,2018,"2",93,8.9,0,0
627,2018,"3",93,6,0,0
642,2018,"4",88,6,1,0
726,2018,"5",84,4.1,0,0
577,2018,"6",88,6,0,0
564,2018,"7",88,8.9,1,0
719,2018,"1",90,6,0,0
680,2018,"2",86,14,1,0
688,2018,"3",88,7,0,0
739,2018,"4",84.9,5.1,0,0
700,2018,"5",82.9,5.1,0,0
622,2018,"6",79,11.1,0,0
540,2018,"7",79,9.9,1,0
614,2018,"1",80.1,6,1,0
654,2018,"2",82,8,0,0
657,2018,"3",82,6,1,0
606,2018,"4",82.9,5.1,0,0
753,2018,"5",86,6,0,0
637,2018,"6",86,5.1,0,0
463,2018,"7",84.9,5.1,0,0
580,2018,"1",82,4.1,1,0
709,2018,"2",82,5.1,0,0
660,2018,"3",84,8,0,0
722,2018,"4",86,6,0,0
749,2018,"5",86,6,1,0
605,2018,"6",84.9,6,1,0
573,2018,"7",91,5.1,0,0
632,2018,"1",91.9,5.1,0,0
658,2018,"2",88,6,0,0
656,2018,"3",90,5.1,0,0
709,2018,"4",90,7,1,0
707,2018,"5",86,4.1,0,0
568,2018,"6",86,8,1,0
499,2018,"7",84,6,0,0
617,2018,"1",84,7,0,0
701,2018,"2",82,11.1,1,0
645,2018,"3",86,8,0,0
647,2018,"4",88,7,0,0
703,2018,"5",88,6,0,0
579,2018,"6",87.1,8,1,0
490,2018,"7",84.9,8,0,0
562,2018,"1",73.9,6,0,0
580,2018,"2",78.1,7,0,0
599,2018,"3",82,8,1,0
610,2018,"4",82,7,0,0
681,2018,"5",82,6,0,0
552,2018,"6",82,4.1,0,0
528,2018,"7",82.9,6,0,0
651,2018,"1",88,5.1,0,0
715,2018,"2",93.9,6,0,0
685,2018,"3",93.9,8.9,0,0
736,2018,"4",91.9,8,0,0
623,2018,"5",90,8,0,0
529,2018,"6",78.1,5.1,0,0
528,2018,"7",81,6,0,0
533,2018,"1",90,6,0,0
786,2018,"2",91.9,5.1,0,0
768,2018,"3",91.9,4.1,0,0
822,2018,"4",93,8,1,0
671,2018,"5",75.2,9.9,0,0
568,2018,"6",75,8.9,0,0
556,2018,"7",71.1,11.1,0,0
650,2018,"1",63,9.9,0,0
544,2018,"2",73.9,8.9,1,0
783,2018,"3",77,2.9,1,0
718,2018,"4",77,8.47801608579088,0,0
684,2018,"5",75.9,8.47801608579088,0,0
596,2018,"6",79,8.47801608579088,0,0
597,2018,"7",82.9,8.47801608579088,0,0
673,2018,"1",77,8.47801608579088,0,0
740,2018,"2",79,8,1,0
519,2018,"3",81,8,0,0
659,2018,"4",72,5.1,0,0
715,2018,"5",72,4.1,0,0
562,2018,"6",73.9,7,0,0
475,2018,"7",73.9,6,0,0
594,2018,"1",68,11.1,0,0
715,2018,"2",73.4,9.9,1,0
755,2018,"3",82,5.1,0,0
672,2018,"4",82,8,0,0
712,2018,"5",72,8.9,0,0
604,2018,"6",72,6,0,0
510,2018,"7",72,7,0,0
583,2018,"1",75.9,6,0,0
613,2018,"2",77,6,0,0
778,2018,"3",77,8.9,1,0
717,2018,"4",75.9,5.1,0,0
796,2018,"5",75.9,9.9,0,0
544,2018,"6",71.1,2.9,0,0
529,2018,"7",79,5.1,0,0
501,2018,"1",79,7,0,0
628,2018,"2",77,4.1,0,0
708,2018,"3",80.1,5.1,0,0
741,2018,"4",75.9,6,1,0
830,2018,"5",70,11.1,0,0
577,2018,"6",68,5.1,0,0
516,2018,"7",57.9,8.94671916010499,0,0
692,2018,"1",66,8.94671916010499,0,0
688,2018,"2",68,8.94671916010499,0,0
699,2018,"3",61,8.94671916010499,0,0
735,2018,"4",61,8.94671916010499,0,0
787,2018,"5",60.1,8.94671916010499,0,0
629,2018,"6",62.1,8.94671916010499,0,0
593,2018,"7",62.1,8.94671916010499,0,0
650,2018,"1",51.1,8.94671916010499,0,0
747,2018,"5",51.1,8.94671916010499,0,0
757,2018,"6",51.1,8.94671916010499,0,0
556,2018,"7",52,8.94671916010499,0,0
696,2018,"1",55.9,8.94671916010499,0,0
721,2018,"2",55.9,8.94671916010499,0,0
646,2018,"3",64,8.94671916010499,0,0
696,2018,"4",70,10.1455621301775,0,0
746,2018,"5",72,10.1455621301775,0,0
656,2018,"6",72,10.1455621301775,0,0
502,2018,"7",64.9,10.1455621301775,0,0
759,2018,"1",55,10.1455621301775,0,0
679,2018,"2",59,10.1455621301775,0,0
696,2018,"3",62.1,10.1455621301775,0,0
631,2018,"4",62.1,10.1455621301775,0,0
867,2018,"5",55.9,10.1455621301775,0,0
606,2018,"6",52,10.1455621301775,0,0
500,2018,"7",50,10.1455621301775,0,0
497,2018,"1",48.9,10.1455621301775,0,0
754,2018,"2",50,10.1455621301775,0,0
688,2018,"3",50,10.1455621301775,0,0
1065,2018,"4",43,10.1455621301775,1,0
720,2018,"5",44.1,10.1455621301775,0,0
559,2018,"6",46.9,10.1455621301775,0,3.9
470,2018,"7",45,10.1455621301775,0,2
697,2018,"1",50,10.1455621301775,0,0
695,2018,"2",48,10.1455621301775,0,0
732,2018,"3",44.1,10.1455621301775,0,0
412,2018,"4",36,10.1455621301775,0,0
476,2018,"5",32,10.1455621301775,0,0
536,2018,"6",46.4,10.1455621301775,0,0
483,2018,"7",55,10.1455621301775,0,0
743,2018,"1",55,10.1455621301775,0,0
609,2018,"2",53.1,10.1455621301775,0,0
573,2018,"3",45,10.1455621301775,0,0
646,2018,"4",46,10.1455621301775,0,0
743,2018,"5",46,10.1455621301775,0,0
601,2018,"6",46,10.9434017595308,0,0
558,2018,"7",55,10.9434017595308,0,0
697,2018,"1",55.9,10.9434017595308,0,0
